uniprot_id,gene,length,llps_score,prediction,in_training
Q9P2M7,CGN,1203,0.3458,LLPS-,novel
Q9Y4B5,MTCL1,1905,0.3435,LLPS-,novel
Q14151,SAFB2,953,0.3412,LLPS-,novel
Q08379,GOLGA2,1002,0.3411,LLPS-,train
Q0VF96,CGNL1,1302,0.34,LLPS-,novel
Q86UU1,PHLDB1,1377,0.3392,LLPS-,novel
Q5VUE5,C1orf53,145,0.3377,LLPS-,novel
Q5VT33,LINC01545,79,0.3369,LLPS-,novel
P59022,DSCR10,87,0.3365,LLPS-,novel
Q8NGL7,OR4P4,312,0.3364,LLPS-,novel
A0A0B4J249,TRAV5,113,0.3355,LLPS-,novel
P01763,IGHV3-48,117,0.3349,LLPS-,novel
Q13796,SHROOM2,1616,0.3347,LLPS-,novel
A0A0C4DH39,IGHV1-58,117,0.3347,LLPS-,novel
A6NEM1,GOLGA6L9,432,0.3327,LLPS-,novel
Q9UPV0,CEP164,1460,0.3326,LLPS-,novel
Q02040,AKAP17A,695,0.3326,LLPS-,novel
Q14244,MAP7,749,0.3323,LLPS-,novel
Q7Z4V5,HDGFL2,671,0.332,LLPS-,novel
Q9H0A3,TMEM191A,160,0.3319,LLPS-,novel
Q0P140,HSD52,79,0.3316,LLPS-,novel
P62079,TSPAN5,268,0.3307,LLPS-,novel
O15049,N4BP3,544,0.3301,LLPS-,novel
A0A0C4DH73,IGKV1-12,117,0.33,LLPS-,novel
A6NC98,CCDC88B,1476,0.3297,LLPS-,novel
Q13428,TCOF1,1488,0.3297,LLPS-,novel
P01766,IGHV3-13,116,0.3292,LLPS-,novel
A1A5D9,BICDL2,508,0.3287,LLPS-,novel
Q4KMQ1,TPRN,711,0.3278,LLPS-,novel
Q5TCY1,TTBK1,1321,0.3276,LLPS-,novel
O14529,CUX2,1486,0.3275,LLPS-,novel
O14513,NCKAP5,1909,0.3269,LLPS-,novel
Q8IY92,SLX4,1834,0.3268,LLPS-,novel
Q76I76,SSH2,1423,0.3256,LLPS-,novel
Q6ZU35,CRACD,1233,0.3253,LLPS-,novel
B1AJZ9,FHAD1,1412,0.3247,LLPS-,novel
O75154,RAB11FIP3,756,0.3244,LLPS-,novel
Q9H521,,79,0.3244,LLPS-,novel
O75145,PPFIA3,1194,0.3238,LLPS-,novel
A8MQT2,GOLGA8B,603,0.3234,LLPS-,novel
A0A0C4DH72,IGKV1-6,117,0.3233,LLPS-,novel
A0MZ66,SHTN1,631,0.3233,LLPS-,novel
Q2M1P5,KIF7,1343,0.322,LLPS-,novel
Q9H1J1,UPF3A,476,0.3217,LLPS-,novel
P04808,RLN1,185,0.3215,LLPS-,novel
Q9P2E9,RRBP1,1410,0.3215,LLPS-,novel
P39880,CUX1,1505,0.3214,LLPS-,novel
Q2V2M9,FHOD3,1422,0.3214,LLPS-,novel
A0A0B4J272,TRAV24,114,0.3212,LLPS-,novel
Q9BW71,HIRIP3,556,0.3209,LLPS-,novel
Q9BW04,SARG,601,0.3208,LLPS-,novel
Q6ZSZ5,ARHGEF18,1361,0.3206,LLPS-,novel
O75334,PPFIA2,1257,0.3202,LLPS-,novel
Q15424,SAFB,915,0.3199,LLPS-,novel
O75150,RNF40,1001,0.3197,LLPS-,novel
Q9NWH9,SLTM,1034,0.3196,LLPS-,novel
P0CG33,GOLGA6D,693,0.3195,LLPS-,novel
O43290,SART1,800,0.3192,LLPS-,novel
P01782,IGHV3-9,118,0.3191,LLPS-,novel
O94964,MTCL2,1661,0.3183,LLPS-,novel
P12755,SKI,728,0.3183,LLPS-,novel
A0A0C4DH26,IGKV6D-41,115,0.3181,LLPS-,novel
A6NDK9,GOLGA6C,693,0.3179,LLPS-,novel
A6NML5,TMEM212,194,0.3175,LLPS-,novel
Q9BUA3,SPINDOC,381,0.3174,LLPS-,novel
Q9UPN4,CEP131,1083,0.3174,LLPS-,novel
Q96T23,RSF1,1441,0.3171,LLPS-,novel
A6NKX1,FAM223B,122,0.317,LLPS-,novel
Q96SN8,CDK5RAP2,1893,0.3168,LLPS-,novel
O95153,TSPOAP1,1857,0.3163,LLPS-,novel
Q8IUD2,ERC1,1116,0.3162,LLPS-,novel
P09105,HBQ1,142,0.316,LLPS-,novel
A6NDN3,GOLGA6B,693,0.3156,LLPS-,novel
Q9ULE4,FAM184B,1060,0.3151,LLPS-,novel
Q8N3L3,TXLNB,684,0.3149,LLPS-,novel
Q9Y2I6,NINL,1382,0.3148,LLPS-,novel
Q5M775,SPECC1,1068,0.3144,LLPS-,novel
Q5JR59,MTUS2,1369,0.3144,LLPS-,novel
P01583,IL1A,271,0.3142,LLPS-,novel
Q9H7N4,SCAF1,1312,0.3138,LLPS-,novel
P0DMW5,SMIM10L2B,78,0.3137,LLPS-,novel
P0DMW4,SMIM10L2A,78,0.3137,LLPS-,novel
Q14160,SCRIB,1655,0.3135,LLPS-,novel
Q5VVS0,C1orf140,124,0.3135,LLPS-,novel
Q9NYA3,GOLGA6A,693,0.3134,LLPS-,novel
A0A0B4J235,TRAV13-2,113,0.3134,LLPS-,novel
Q8TEW8,PARD3B,1205,0.3132,LLPS-,novel
A6NEF3,GOLGA6L4,574,0.3132,LLPS-,novel
O15047,SETD1A,1707,0.3124,LLPS-,novel
Q9HBU1,BARX1,254,0.3121,LLPS-,novel
Q13136,PPFIA1,1202,0.3117,LLPS-,novel
A0A0G2JS06,IGLV5-39,123,0.3114,LLPS-,novel
Q7Z406,MYH14,1995,0.3112,LLPS-,novel
Q6ZRC1,C4orf50,1508,0.3111,LLPS-,novel
P48681,NES,1621,0.311,LLPS-,novel
Q8N3D4,EHBP1L1,1523,0.3109,LLPS-,novel
Q96NA2,RILP,401,0.3109,LLPS-,novel
Q9P266,JCAD,1359,0.3109,LLPS-,novel
Q12774,ARHGEF5,1597,0.3108,LLPS-,novel
Q05682,CALD1,793,0.31,LLPS-,novel
A7E2F4,GOLGA8A,631,0.3093,LLPS-,novel
Q86UR5,RIMS1,1692,0.309,LLPS-,novel
Q3BBV0,NBPF1,1214,0.3088,LLPS-,novel
A0A0B4J241,TRAV13-1,112,0.3088,LLPS-,novel
Q13435,SF3B2,895,0.3087,LLPS-,novel
Q9Y6F6,IRAG1,904,0.3087,LLPS-,novel
Q6ZU80,CEP128,1094,0.3085,LLPS-,novel
Q7Z6P3,RAB44,1021,0.3083,LLPS-,novel
Q5TAG4,NBPF12,1457,0.308,LLPS-,novel
Q8NCN4,RNF169,708,0.3077,LLPS-,novel
Q86SQ0,PHLDB2,1253,0.3077,LLPS-,novel
A0A0G2JMI3,IGHV1-69-2,117,0.3075,LLPS-,novel
Q68DA7,FMN1,1419,0.3074,LLPS-,novel
Q6NV74,CRACDL,962,0.3074,LLPS-,novel
P04432,IGKV1D-39,117,0.307,LLPS-,novel
Q08378,GOLGA3,1498,0.3069,LLPS-,novel
Q13111,CHAF1A,956,0.3069,LLPS-,novel
P05423,POLR3D,398,0.3067,LLPS-,novel
P0DPF3,NBPF9,1111,0.3066,LLPS-,novel
Q76FK4,NOL8,1167,0.3065,LLPS-,novel
Q9H2Y7,ZNF106,1883,0.3062,LLPS-,novel
Q8ND23,CARMIL3,1372,0.3062,LLPS-,novel
A0A1W2PPL8,TAF11L14,197,0.3062,LLPS-,novel
Q5T8A7,PPP1R26,1209,0.3061,LLPS-,novel
O15085,ARHGEF11,1522,0.306,LLPS-,novel
Q5JVS0,HABP4,413,0.3059,LLPS-,novel
O60437,PPL,1756,0.3058,LLPS-,novel
Q8N4L8,CCDC24,307,0.3058,LLPS-,novel
Q9UIF9,BAZ2A,1905,0.3052,LLPS-,novel
Q9HAW4,CLSPN,1339,0.3052,LLPS-,novel
Q8N283,ANKRD35,1001,0.3052,LLPS-,novel
Q9Y4F5,CEP170B,1589,0.3051,LLPS-,novel
Q9UHB6,LIMA1,759,0.3051,LLPS-,novel
Q5SYB0,FRMPD1,1578,0.305,LLPS-,novel
Q9NQS7,INCENP,918,0.3047,LLPS-,novel
Q8TDC3,BRSK1,778,0.3046,LLPS-,novel
Q6IQ55,TTBK2,1244,0.3045,LLPS-,novel
P0C0P6,NPS,89,0.3045,LLPS-,novel
Q86V48,LUZP1,1076,0.3045,LLPS-,novel
Q86YV0,RASAL3,1011,0.3042,LLPS-,novel
Q14004,CDK13,1512,0.3041,LLPS-,novel
Q9NZM5,NOP53,478,0.304,LLPS-,novel
Q7Z7B0,FILIP1,1213,0.3038,LLPS-,novel
Q2M1Z3,ARHGAP31,1444,0.3038,LLPS-,novel
Q5M9N0,CCDC158,1113,0.3037,LLPS-,novel
Q4LE39,ARID4B,1312,0.3035,LLPS-,novel
P01743,IGHV1-46,117,0.3031,LLPS-,novel
Q49AM3,TTC31,519,0.303,LLPS-,novel
P42568,MLLT3,568,0.3028,LLPS-,val
P29374,ARID4A,1257,0.3026,LLPS-,novel
Q9UDY2,TJP2,1190,0.3025,LLPS-,train
Q96JN2,CCDC136,1154,0.3024,LLPS-,novel
Q5JTD0,TJAP1,557,0.3023,LLPS-,novel
Q13523,PRP4K,1007,0.302,LLPS-,novel
Q69YQ0,SPECC1L,1117,0.3018,LLPS-,novel
Q9Y6D9,MAD1L1,718,0.3015,LLPS-,novel
Q76G19,PDZD4,769,0.301,LLPS-,novel
Q9UPV9,TRAK1,953,0.301,LLPS-,novel
Q9NS87,KIF15,1388,0.301,LLPS-,novel
Q96QZ7,MAGI1,1491,0.3009,LLPS-,novel
Q9UPS6,SETD1B,1966,0.3009,LLPS-,novel
Q9NS25,SPANXB1,103,0.3005,LLPS-,novel
Q14152,EIF3A,1382,0.3004,LLPS-,novel
Q6PL18,ATAD2,1390,0.3002,LLPS-,novel
Q8TES7,FBF1,1133,0.3001,LLPS-,novel
Q9NRL2,BAZ1A,1556,0.3,LLPS-,novel
Q8NC74,RBBP8NL,664,0.2999,LLPS-,novel
Q9Y3Q8,TSC22D4,395,0.2998,LLPS-,novel
Q9NYV4,CDK12,1490,0.2997,LLPS-,novel
Q9BWU0,SLC4A1AP,742,0.2996,LLPS-,novel
Q96RY5,CRAMP1,1269,0.2995,LLPS-,novel
Q6ZRV2,FAM83H,1179,0.2994,LLPS-,train
Q8TF72,SHROOM3,1996,0.2994,LLPS-,novel
Q9UER7,DAXX,740,0.2993,LLPS-,train
P53814,SMTN,917,0.2991,LLPS-,novel
Q8IYB3,SRRM1,904,0.2991,LLPS-,novel
Q9UPQ0,LIMCH1,1083,0.2991,LLPS-,novel
Q86YN6,PPARGC1B,1023,0.2991,LLPS-,novel
Q5JV73,FRMPD3,1777,0.2989,LLPS-,novel
Q14687,GSE1,1217,0.2989,LLPS-,novel
O95402,MED26,600,0.2986,LLPS-,novel
Q9Y5B0,CTDP1,961,0.2986,LLPS-,novel
Q96GT9,XAGE2,111,0.2986,LLPS-,novel
Q3V6T2,CCDC88A,1871,0.2985,LLPS-,novel
Q9NRI5,DISC1,854,0.2984,LLPS-,novel
A0A0B4J2H0,IGHV1-69D,117,0.2983,LLPS-,novel
O75037,KIF21B,1637,0.2982,LLPS-,novel
Q9UKL3,CASP8AP2,1982,0.2982,LLPS-,novel
Q12888,TP53BP1,1972,0.2982,LLPS-,train
Q9NWB6,ARGLU1,273,0.298,LLPS-,novel
O43896,KIF1C,1103,0.298,LLPS-,novel
O00294,TULP1,542,0.298,LLPS-,novel
P55196,AFDN,1824,0.2979,LLPS-,novel
Q5SXM2,SNAPC4,1469,0.2979,LLPS-,novel
Q8TF30,WHAMM,809,0.2975,LLPS-,novel
Q8TF21,ANKRD24,1146,0.2975,LLPS-,novel
A0A0C4DH67,IGKV1-8,115,0.2975,LLPS-,novel
Q15643,TRIP11,1979,0.2974,LLPS-,novel
Q5TF21,MTCL3,947,0.2974,LLPS-,novel
O94851,MICAL2,1957,0.2973,LLPS-,novel
P40222,TXLNA,546,0.2971,LLPS-,novel
H7BZ55,CROCC2,1653,0.2971,LLPS-,novel
Q9P275,USP36,1123,0.2971,LLPS-,novel
Q96GS4,BORCS6,357,0.2969,LLPS-,novel
Q9UKJ3,GPATCH8,1502,0.2969,LLPS-,novel
Q6F5E8,CARMIL2,1435,0.2969,LLPS-,novel
Q9H0D2,ZNF541,1346,0.2969,LLPS-,novel
O75683,SURF6,361,0.2967,LLPS-,train
P78312,FAM193A,1515,0.2966,LLPS-,novel
Q8N8S7,ENAH,591,0.2966,LLPS-,novel
Q9Y250,LZTS1,596,0.2965,LLPS-,novel
Q8NE71,ABCF1,845,0.2965,LLPS-,novel
Q9BUL5,PHF23,403,0.296,LLPS-,novel
A4D2P6,GRID2IP,1211,0.2959,LLPS-,novel
O75665,OFD1,1012,0.2959,LLPS-,novel
Q96T17,MAP7D2,732,0.2959,LLPS-,novel
A6NN73,GOLGA8CP,597,0.2959,LLPS-,novel
A1L390,PLEKHG3,1219,0.2955,LLPS-,novel
Q9ULI0,ATAD2B,1458,0.2955,LLPS-,novel
O75420,GIGYF1,1035,0.2953,LLPS-,novel
Q8IWB6,TEX14,1497,0.2953,LLPS-,novel
P38398,BRCA1,1863,0.2952,LLPS-,novel
Q86UD0,SAPCD2,394,0.2951,LLPS-,novel
O94986,CEP152,1710,0.2951,LLPS-,novel
Q8IZL8,PELP1,1130,0.2949,LLPS-,novel
Q2M329,CFAP184,555,0.2949,LLPS-,novel
Q8IYG6,LRRC56,542,0.2948,LLPS-,novel
Q13029,PRDM2,1718,0.2947,LLPS-,novel
Q8TF61,FBXO41,875,0.2947,LLPS-,novel
Q8IZM0,,81,0.2947,LLPS-,novel
Q8IYY4,DZIP1L,767,0.2947,LLPS-,novel
P07311,ACYP1,99,0.2946,LLPS-,novel
Q02779,MAP3K10,954,0.2946,LLPS-,novel
Q9BZL4,PPP1R12C,782,0.2945,LLPS-,novel
Q6PCT2,FBXL19,694,0.2945,LLPS-,novel
Q96PY6,NEK1,1258,0.2942,LLPS-,novel
Q8NEY1,NAV1,1877,0.294,LLPS-,novel
Q5T7N3,KANK4,995,0.2939,LLPS-,novel
Q15233,NONO,471,0.2937,LLPS-,test
Q8IX03,WWC1,1113,0.2937,LLPS-,novel
A7E2Y1,MYH7B,1983,0.2936,LLPS-,novel
A0A3B3IS91,POLGARF,260,0.2935,LLPS-,novel
Q7Z2Z1,TICRR,1910,0.2935,LLPS-,novel
Q6XZF7,DNMBP,1577,0.2934,LLPS-,novel
Q13387,MAPK8IP2,824,0.293,LLPS-,novel
Q2KHM9,KIAA0753,967,0.2929,LLPS-,novel
A6NNA2,SRRM3,597,0.2928,LLPS-,novel
Q70EL1,USP54,1684,0.2927,LLPS-,novel
Q9UL54,TAOK2,1235,0.2926,LLPS-,novel
Q04637,EIF4G1,1599,0.2925,LLPS-,novel
Q9BXP5,SRRT,876,0.2925,LLPS-,novel
Q9C0D6,FHDC1,1143,0.2924,LLPS-,novel
Q01664,TFAP4,338,0.2924,LLPS-,novel
Q5JRA6,MIA3,1907,0.2922,LLPS-,novel
P21127,CDK11B,795,0.2922,LLPS-,novel
Q9BXF3,CECR2,1484,0.2919,LLPS-,novel
Q8N715,CCDC185,623,0.2916,LLPS-,novel
Q76NI1,KNDC1,1749,0.2915,LLPS-,novel
A0A5F9ZH02,SMIM42,70,0.2915,LLPS-,novel
Q8N1W1,ARHGEF28,1705,0.2914,LLPS-,novel
Q86US8,SMG6,1419,0.2914,LLPS-,novel
A6NNM3,RIMBP3B,1639,0.2914,LLPS-,novel
O76039,CDKL5,960,0.2913,LLPS-,novel
Q5T9S5,CCDC18,1454,0.2913,LLPS-,novel
Q6ZMY3,SPOCD1,1216,0.2913,LLPS-,novel
A0A0C4DH28,TRGV4,118,0.2912,LLPS-,novel
O75335,PPFIA4,1185,0.2911,LLPS-,novel
Q14807,KIF22,665,0.2911,LLPS-,novel
Q8TDR0,TRAF3IP1,691,0.291,LLPS-,novel
Q8N1G1,REXO1,1221,0.2909,LLPS-,novel
Q3BBV2,NBPF8,942,0.2909,LLPS-,novel
Q9UFD9,RIMBP3,1639,0.2907,LLPS-,novel
Q9UDT6,CLIP2,1046,0.2906,LLPS-,novel
Q9NQS1,AVEN,362,0.2906,LLPS-,novel
Q9BQE4,SELENOS,189,0.2905,LLPS-,novel
P04437,TRAV29DV5,119,0.2905,LLPS-,novel
A6NJZ7,RIMBP3C,1639,0.2905,LLPS-,novel
Q5SW79,CEP170,1584,0.2904,LLPS-,novel
Q96A19,CCDC102A,550,0.29,LLPS-,novel
O95819,MAP4K4,1239,0.2897,LLPS-,novel
Q9NQT8,KIF13B,1826,0.2897,LLPS-,novel
Q8TDM6,DLG5,1919,0.2893,LLPS-,novel
Q6P0Q8,MAST2,1798,0.2888,LLPS-,novel
Q6DT37,CDC42BPG,1551,0.2888,LLPS-,novel
Q5T5P2,KIAA1217,1943,0.2888,LLPS-,novel
P30291,WEE1,646,0.2887,LLPS-,novel
P49756,RBM25,843,0.2886,LLPS-,novel
Q6ZNL6,FGD5,1462,0.2886,LLPS-,novel
Q9ULL8,SHROOM4,1493,0.2885,LLPS-,novel
Q96MC4,CEP295NL,621,0.2883,LLPS-,novel
Q86XT2,VPS37D,251,0.2883,LLPS-,novel
Q14005,IL16,1332,0.2883,LLPS-,novel
Q9BVI0,PHF20,1012,0.2883,LLPS-,novel
Q6P2E9,EDC4,1401,0.2882,LLPS-,train
O60307,MAST3,1309,0.288,LLPS-,novel
Q6ZU65,UBN2,1347,0.2879,LLPS-,novel
Q7Z591,AKNA,1439,0.2879,LLPS-,novel
Q7Z4S6,KIF21A,1674,0.2876,LLPS-,novel
A6NEE1,PLEKHD1,506,0.2876,LLPS-,novel
P19532,TFE3,575,0.2876,LLPS-,train
Q8N4X5,AFAP1L2,818,0.2875,LLPS-,novel
Q2M3C7,SPHKAP,1700,0.2874,LLPS-,novel
Q5VWQ8,DAB2IP,1189,0.2874,LLPS-,novel
O95239,KIF4A,1232,0.2873,LLPS-,novel
Q96B97,SH3KBP1,665,0.2873,LLPS-,novel
Q96ED9,HOOK2,719,0.287,LLPS-,novel
Q96PX9,PLEKHG4B,1627,0.2869,LLPS-,novel
A6NI86,GOLGA6L10,522,0.2869,LLPS-,novel
Q9UN86,G3BP2,482,0.2867,LLPS-,test
O14924,RGS12,1447,0.2866,LLPS-,novel
Q8WYL5,SSH1,1049,0.2866,LLPS-,novel
Q9BRK4,LZTS2,669,0.2866,LLPS-,novel
Q9NPG3,UBN1,1134,0.2865,LLPS-,novel
Q7Z6I6,ARHGAP30,1101,0.2865,LLPS-,novel
Q9P1Z9,CCDC180,1701,0.2864,LLPS-,novel
Q96JC9,EAF1,268,0.2864,LLPS-,train
P09093,CELA3A,270,0.2863,LLPS-,novel
Q8IZ21,PHACTR4,702,0.2863,LLPS-,novel
Q96SB3,PPP1R9B,817,0.2862,LLPS-,novel
Q0VF49,KIAA2012,1180,0.2862,LLPS-,novel
P35659,DEK,375,0.2861,LLPS-,novel
Q14978,NOLC1,699,0.286,LLPS-,novel
Q5T5U3,ARHGAP21,1958,0.286,LLPS-,novel
P98174,FGD1,961,0.2859,LLPS-,novel
Q9BXW3,SNHG12,62,0.2859,LLPS-,novel
Q5T5Y3,CAMSAP1,1602,0.2857,LLPS-,novel
Q9BWT7,CARD10,1032,0.2857,LLPS-,novel
H3BV12,GOLGA8Q,632,0.2855,LLPS-,novel
A0A1B0GVG6,TEX54,124,0.2855,LLPS-,novel
Q03111,MLLT1,559,0.2855,LLPS-,val
Q8TER5,ARHGEF40,1519,0.2854,LLPS-,novel
Q8N3F8,MICALL1,863,0.2854,LLPS-,novel
Q92766,RREB1,1687,0.2853,LLPS-,novel
Q9BYB0,SHANK3,1806,0.2851,LLPS-,val
Q7L014,DDX46,1031,0.285,LLPS-,train
Q9C0C2,TNKS1BP1,1729,0.285,LLPS-,novel
Q14241,ELOA,772,0.2848,LLPS-,novel
Q9P1Y6,PHRF1,1649,0.2847,LLPS-,novel
Q7LBC6,KDM3B,1761,0.2845,LLPS-,novel
Q96BZ8,LENG1,264,0.2845,LLPS-,novel
Q8N6Y0,USHBP1,703,0.2845,LLPS-,novel
Q68D10,SPTY2D1,685,0.2844,LLPS-,novel
Q15075,EEA1,1411,0.2843,LLPS-,novel
O60346,PHLPP1,1717,0.2843,LLPS-,novel
Q8WTP9,XAGE3,111,0.2842,LLPS-,novel
Q92541,RTF1,710,0.2842,LLPS-,novel
Q86TC9,MYPN,1320,0.2842,LLPS-,novel
P28290,ITPRID2,1259,0.284,LLPS-,novel
Q86UL8,MAGI2,1455,0.284,LLPS-,novel
Q8TF01,PNISR,805,0.284,LLPS-,novel
A0A0J9YVY3,IGHV7-4-1,117,0.2839,LLPS-,novel
A6NCC3,GOLGA8O,632,0.2838,LLPS-,novel
Q17R98,ZNF827,1081,0.2837,LLPS-,novel
Q6T4R5,NHS,1651,0.2837,LLPS-,novel
P51608,MECP2,486,0.2837,LLPS-,train
Q6ZW31,SYDE1,735,0.2837,LLPS-,novel
P18858,LIG1,919,0.2836,LLPS-,novel
Q8NC51,SERBP1,408,0.2836,LLPS-,novel
Q3KQU3,MAP7D1,841,0.2835,LLPS-,novel
Q6WKZ4,RAB11FIP1,1283,0.2833,LLPS-,novel
Q8N660,NBPF15,670,0.2833,LLPS-,novel
Q9NXE8,CWC25,425,0.2832,LLPS-,novel
P21675,TAF1,1893,0.2832,LLPS-,novel
Q12852,MAP3K12,859,0.283,LLPS-,novel
P0DX53,GOLGA8G,648,0.2829,LLPS-,novel
Q14839,CHD4,1912,0.2829,LLPS-,novel
Q9NZN5,ARHGEF12,1544,0.2827,LLPS-,novel
Q6Y7W6,GIGYF2,1299,0.2827,LLPS-,novel
Q9HCG8,CWC22,908,0.2827,LLPS-,novel
O60293,ZFC3H1,1989,0.2826,LLPS-,novel
Q9H354,PRO1933,126,0.2826,LLPS-,novel
Q969W3,VCF1,186,0.2824,LLPS-,novel
A6NI56,CCDC154,667,0.2824,LLPS-,novel
Q4V328,GRIPAP1,841,0.2824,LLPS-,novel
Q6WCQ1,MPRIP,1025,0.2823,LLPS-,novel
Q6ZP65,BICDL1,573,0.2822,LLPS-,novel
A4FU49,SH3D21,640,0.2822,LLPS-,novel
Q92625,ANKS1A,1134,0.2822,LLPS-,novel
P51531,SMARCA2,1590,0.2821,LLPS-,val
Q5T7P6,TMEM78,136,0.2821,LLPS-,novel
Q2VIQ3,KIF4B,1234,0.2819,LLPS-,novel
Q8IWU2,LMTK2,1503,0.2816,LLPS-,novel
Q9C098,DCLK3,648,0.2815,LLPS-,novel
Q92833,JARID2,1246,0.2815,LLPS-,novel
Q27J81,INF2,1249,0.2814,LLPS-,novel
O94885,SASH1,1247,0.2814,LLPS-,novel
Q05519,SRSF11,484,0.2814,LLPS-,train
Q9NXG0,CNTLN,1405,0.2813,LLPS-,novel
Q9UJT2,TSKS,592,0.2813,LLPS-,novel
P0C671,BNIP5,652,0.2812,LLPS-,novel
Q658T7,FAM90A2P,463,0.281,LLPS-,novel
Q2TAZ0,ATG2A,1938,0.281,LLPS-,novel
Q9Y2J4,AMOTL2,779,0.281,LLPS-,novel
Q3KP66,INAVA,663,0.281,LLPS-,novel
Q5HYW3,RTL5,569,0.281,LLPS-,novel
Q5T7V8,GORAB,369,0.2809,LLPS-,novel
Q99081,TCF12,682,0.2809,LLPS-,novel
Q96IZ7,RSRC1,334,0.2808,LLPS-,novel
Q99590,SCAF11,1463,0.2808,LLPS-,novel
B4DH59,NBPF26,1673,0.2807,LLPS-,novel
B2RXH4,BTBD18,712,0.2807,LLPS-,novel
Q2TAC2,CCDC57,915,0.2807,LLPS-,novel
Q8NCX0,CCDC150,1101,0.2805,LLPS-,novel
P80192,MAP3K9,1104,0.2805,LLPS-,novel
O60841,EIF5B,1220,0.2802,LLPS-,novel
Q9NP74,PALMD,551,0.2802,LLPS-,novel
P25440,BRD2,801,0.2801,LLPS-,novel
O60610,DIAPH1,1272,0.28,LLPS-,novel
Q8WWI1,LMO7,1683,0.28,LLPS-,novel
Q9BVJ6,UTP14A,771,0.2799,LLPS-,novel
Q32MZ4,LRRFIP1,808,0.2799,LLPS-,novel
O15083,ERC2,957,0.2798,LLPS-,novel
Q5RHP9,ERICH3,1530,0.2797,LLPS-,novel
Q13129,RLF,1914,0.2797,LLPS-,novel
Q3SXY8,ARL13B,428,0.2797,LLPS-,novel
Q4G163,FBXO43,708,0.2796,LLPS-,novel
Q15746,MYLK,1914,0.2795,LLPS-,novel
Q15311,RALBP1,655,0.2794,LLPS-,novel
Q8TE67,EPS8L3,593,0.2794,LLPS-,novel
Q9NSV4,DIAPH3,1193,0.2794,LLPS-,novel
P82094,TMF1,1093,0.2794,LLPS-,novel
Q9Y4H4,GPSM3,160,0.2793,LLPS-,novel
Q9Y6C2,EMILIN1,1016,0.2792,LLPS-,novel
P62241,RPS8,208,0.2791,LLPS-,novel
Q9P227,ARHGAP23,1491,0.2789,LLPS-,novel
Q86VM9,ZC3H18,953,0.2788,LLPS-,novel
Q96FS4,SIPA1,1042,0.2788,LLPS-,novel
O60303,KATNIP,1618,0.2788,LLPS-,novel
Q9HA90,EFCC1,598,0.2787,LLPS-,novel
Q1MSJ5,CSPP1,1256,0.2787,LLPS-,novel
Q9UQ88,CDK11A,783,0.2787,LLPS-,novel
Q9BWN1,PRR14,585,0.2787,LLPS-,novel
Q96FF7,MISP3,219,0.2786,LLPS-,novel
Q8IX01,SUGP2,1082,0.2785,LLPS-,novel
Q702N8,XIRP1,1843,0.2784,LLPS-,novel
Q9BY89,KIAA1671,1806,0.2783,LLPS-,novel
Q9P107,GMIP,970,0.2783,LLPS-,novel
Q9BVG8,KIFC3,833,0.2783,LLPS-,novel
P27987,ITPKB,946,0.2782,LLPS-,novel
Q14966,ZNF638,1978,0.2782,LLPS-,novel
Q6ZUT6,CCDC9B,534,0.2782,LLPS-,novel
Q07157,TJP1,1748,0.2781,LLPS-,train
Q6NUJ5,PWWP2B,590,0.2781,LLPS-,novel
O15534,PER1,1290,0.2781,LLPS-,novel
P28715,ERCC5,1186,0.278,LLPS-,novel
O43432,EIF4G3,1585,0.278,LLPS-,novel
Q96ST8,CEP89,783,0.278,LLPS-,novel
P0CG41,CTAGE8,777,0.2778,LLPS-,novel
O60885,BRD4,1362,0.2777,LLPS-,train
F8WBI6,GOLGA8N,632,0.2777,LLPS-,novel
Q9H4M7,PLEKHA4,779,0.2776,LLPS-,novel
Q86T75,NBPF11,865,0.2775,LLPS-,novel
Q8N2Y8,RUSC2,1516,0.2775,LLPS-,novel
Q9Y3Y2,CHTOP,248,0.2773,LLPS-,novel
Q5H9F3,BCORL1,1785,0.2773,LLPS-,novel
P01106,MYC,454,0.2771,LLPS-,val
P50539,MXI1,228,0.2769,LLPS-,novel
Q9H5P4,PDZD7,1033,0.2767,LLPS-,novel
Q9C0B2,CFAP74,1584,0.2767,LLPS-,novel
Q9Y2J0,RPH3A,694,0.2767,LLPS-,novel
Q9P2E3,ZNFX1,1918,0.2767,LLPS-,novel
C9JLR9,ZFTA,678,0.2766,LLPS-,novel
P11137,MAP2,1827,0.2763,LLPS-,novel
Q8IZX4,TAF1L,1826,0.2762,LLPS-,novel
Q9NUQ3,TXLNG,528,0.2761,LLPS-,novel
Q70SY1,CREB3L2,520,0.2761,LLPS-,novel
Q9NQR7,CCDC177,707,0.2759,LLPS-,novel
A6NI79,CCDC69,296,0.2759,LLPS-,novel
O00515,LAD1,517,0.2759,LLPS-,novel
Q96AC6,KIFC2,838,0.2758,LLPS-,novel
A0A0B4J1X5,IGHV3-74,117,0.2758,LLPS-,novel
Q9ULE0,WWC3,1216,0.2758,LLPS-,novel
Q9ULL1,PLEKHG1,1385,0.2757,LLPS-,novel
Q15642,TRIP10,601,0.2757,LLPS-,novel
Q96Q04,LMTK3,1460,0.2757,LLPS-,novel
Q92610,ZNF592,1267,0.2756,LLPS-,novel
